gt_formulation,candidate_formulation,n_valid,ode_log2_mean,ode_log2_std,scm_log2_mean,scm_log2_std,baseline_log2_mean,baseline_log2_std,ode_fold_mean,ode_fold_std,scm_fold_mean,scm_fold_std,baseline_fold_mean,baseline_fold_std
mass_action,mass_action,20,0.6204253082682787,0.5301246787880174,0.4780728443238441,0.24347516062728677,1.4480401124311348,0.07171103896474283,1.663450495714475,0.8439351377076967,1.4123625206035304,0.24868656137707437,2.7315920009711667,0.13691278480768015
mass_action,mm,21,1.0457057173387245,0.5419538479122822,1.0522095066896664,0.14112148012302958,1.4581372970717443,0.08382341764048076,2.2640321241823385,1.4065011471358426,2.0835565471796547,0.2174205154209933,2.7520086989013244,0.16297707738636744
mass_action,hill,21,1.0570383165944257,0.6030164641710044,1.0408605763848082,0.14366376624653066,1.4581372970717443,0.08382341764048076,2.3412484736914916,1.7002294854560054,2.0676501282460147,0.22164997640772005,2.7520086989013244,0.16297707738636744
mm,mass_action,21,1.8173534220976946,0.4622448193840637,0.9057828005845484,0.15003718403869382,0.6715329758977356,0.0019954938561032943,3.6931792959466105,1.1330835896215246,1.8832910360817552,0.19776785610633327,1.59276595599492,0.002202809257596955
mm,mm,21,1.2878247378153163,0.8019902900554682,0.10268877401057498,0.023938542601771265,0.6715329758977356,0.0019954938561032943,2.9484450422030823,2.415056904999038,1.0739132740070119,0.017758581754009538,1.59276595599492,0.002202809257596955
mm,hill,21,1.3568851869663014,0.9023570370821075,0.12596502448643618,0.02413520266449517,0.6715329758977356,0.0019954938561032943,3.21005332413902,2.739632358554219,1.0913824071742688,0.018174697075278322,1.59276595599492,0.002202809257596955
hill,mass_action,21,1.638483769744127,0.45005884182185396,0.8931022309406255,0.1251285255822653,0.6711559314337064,0.003999857223777748,3.259099544438142,1.034002990845655,1.8639747333055086,0.16732356127791878,1.5923541210530605,0.004412276849975189
hill,mm,21,1.2531898736136622,0.7792820001428623,0.09968024617218793,0.01842199902153652,0.6711559314337064,0.003999857223777748,2.8467445939807905,2.2549451468218145,1.0716191270450106,0.013679135088969802,1.5923541210530605,0.004412276849975189
hill,hill,21,1.3109797417125824,0.8744322024721848,0.10252723959962097,0.01897431820630053,0.6711559314337064,0.003999857223777748,3.070356845393643,2.556236171294581,1.0737408781649074,0.014086726318754388,1.5923541210530605,0.004412276849975189
